row_number_from_source_file,region_code,division_code,municipality_code,full_division_code,full_municipality_code,beis_school_id,implementing_unit,modified_coc,school_type,enroll_g7_m,enroll_g7_f,enroll_g8_m,enroll_g8_f,enroll_g9_m,enroll_g9_f,enroll_g10_m,enroll_g10_f,enroll_sn_ed_ngjhs_m,enroll_sn_ed_ngjhs_f,enroll_total_jhs_m,enroll_total_jhs_f,enroll_total_jhs_all,dropout_rate_g7_m,dropout_rate_g7_f,dropout_rate_g8_m,dropout_rate_g8_f,dropout_rate_g9_m,dropout_rate_g9_f,dropout_rate_g10_m,dropout_rate_g10_f,dropout_rate_sn_ed_ngjhs_m,dropout_rate_sn_ed_ngjhs_f,dropout_rate_total_jhs_m,dropout_rate_total_jhs_f,dropout_rate_total_jhs_all,jhs_instructional_rooms,jhs_classroom_ratio,jhs_seats,jhs_seat_ratio,jhs_toilet,jhs_toilet_ratio,jhs_computer,jhs_computer_ratio,jhs_teacher,jhs_teacher_ratio,cancel_2016,cancel_2017,cancel_2018,cancel_2019,cancel_2020,cancel_2021,cancel_2022,cancel_2023,cancel_total_20162023,cancel_average_20162023,pilot_cancel,pilot_ratio,pilot_shift,randomized_eval_id,rev_status
85,14,2,1,1402,140201,306057,0,4,1,28,23,25,17,25,17,0,0,0,0,78,57,135,0.14290000000000003,0.08700000000000001,0.04,0.058800000000000005,0.16,0,0,0,0,0,0.1154,0.05260000000000001,0.08889999999999999,-999,-999,116,1,4,33.75,0,-999,1,135,3,1,2,8,2,2,9,12,39,5,1,1,0,NA,NA
86,14,2,9,1402,140209,305539,0,4,1,27,24,28,36,26,30,39,29,0,0,120,119,239,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,430,1,0,-999,58,4.120689655,9,26.56,3,1,2,8,2,2,9,12,39,5,1,0,0,NA,NA
87,14,2,9,1402,140209,318916,0,4,1,33,19,25,28,23,33,31,39,0,0,112,119,231,0,0,0,0,0,0,0,0.0256,0,0,0,0.0084,0.0043,13,17.77,213,1,21,11,17,13.58823529,8,28.88,3,1,2,8,2,2,9,12,39,5,1,0,0,NA,NA
88,16,3,4,1603,160304,500029,0,1,1,53,76,85,79,89,84,97,81,0,0,324,320,644,0.018900000000000004,0,0.0471,0,0,0.0476,0,0,0,0,0.015399999999999999,0.0125,0.014,13,50.33,579,1,22,29.36,62,10.387096770000001,24,26.830000000000002,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
89,16,3,8,1603,160308,501333,0,3,1,34,20,47,35,24,18,30,24,0,0,135,97,232,0,0,0,0,0,0,0.0333,0,0,0,0.0074,0,0.0043,-999,-999,-999,0,0,-999,0,-999,6,38.67,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
90,16,3,10,1603,160310,500153,0,3,2,16,23,30,24,25,41,20,19,0,0,91,107,198,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15.229999999999999,413,0,14,14.139999999999999,0,-999,10,19.8,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
91,16,3,1,1603,160301,301569,1,2,2,108,139,116,145,126,111,131,141,0,0,481,536,1017,0.0093,0,0.043100000000000006,0.0207,0.0476,0.036,0,0,0,0,0.024900000000000002,0.0131,0.0187,26,39.56,-999,1,32,32.15,48,21.1875,47,21.64,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
92,16,3,1,1603,160301,301570,0,2,1,65,64,52,55,56,59,52,55,0,0,225,233,458,0.07690000000000001,0.07810000000000002,0.07690000000000001,0,0.125,0.016900000000000002,0.07690000000000001,0.036399999999999995,0,0,0.08889999999999999,0.034300000000000004,0.0611,9,51.54,335,1,12,39.41,9,50.88888889,25,18.32,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
93,16,3,7,1603,160307,301594,1,2,1,110,118,127,126,125,131,103,123,0,0,465,498,963,0.17270000000000002,0.059300000000000005,0.08660000000000001,0.0794,0.064,0.0305,0.0485,0.016300000000000002,0,0,0.0925,0.0462,0.0685,25,39.27,578,2,30,32.4,4,240.75,36,26.75,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
94,16,3,2,1603,160302,301574,1,2,1,103,106,116,115,116,107,107,119,0,0,442,447,889,0,0,0.0086,0,0,0,0,0,0,0,0.0023,0,0.0011,28,31.810000000000002,-999,1,39,22.64,20,44.449999999999996,42,21.17,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
95,16,3,2,1603,160302,301577,0,2,1,51,57,27,36,44,44,36,49,0,0,158,186,344,0.0196,0.0351,0.037,0,0.0455,0.0455,0.0833,0,0,0,0.0443,0.021500000000000002,0.032,10,32.879999999999995,650,1,16,21.04,0,-999,19,18.110000000000003,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
96,16,3,2,1603,160302,301580,0,2,1,43,37,59,40,55,43,37,35,0,0,194,155,349,0,0,0,0,0,0,0.027,0.0286,0,0,0.0052,0.006500000000000001,0.0057,6,63,171,2,11,31.5,10,34.9,20,17.45,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
97,16,3,2,1603,160302,301606,0,2,1,26,23,43,44,35,32,33,48,0,0,137,147,284,0,0,0,0,0,0.0313,0,0,0,0,0,0.0068000000000000005,0.0035,9,30.79,381,1,13,21.55,42,6.7619047619999995,19,14.950000000000001,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
98,16,3,3,1603,160303,301583,1,2,1,24,23,26,23,25,22,29,33,0,0,104,101,205,0,0.043500000000000004,0.0385,0.043500000000000004,0,0,0,0,0,0,0.0096,0.019799999999999998,0.0146,10,19.56,175,1,12,17.39,45,4.555555555999998,16,12.81,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
99,16,3,3,1603,160303,301584,0,2,1,23,27,41,37,45,30,40,43,0,0,149,137,286,0,0,0.0244,0,0,0.0333,0.025,0.0233,0,0,0.0134,0.0146,0.014,8,33.730000000000004,460,1,12,24.73,41,6.975609756000001,13,22,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
100,16,3,4,1603,160304,301586,1,2,2,29,18,37,24,38,29,54,27,0,0,158,98,256,0,0,0,0,0.05260000000000001,0,0.0926,0,0,0,0.0443,0,0.0273,17,15.07,460,1,43,5.94,158,1.6202531650000003,31,8.26,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
101,16,3,5,1603,160305,301588,1,2,2,302,256,249,277,272,310,295,291,0,0,1118,1134,2252,0.1159,0.0469,0.10840000000000001,0.0469,0.058800000000000005,0.0484,0.10170000000000001,0.0412,0,0,0.0966,0.045899999999999996,0.07100000000000001,54,41.87,-999,2,78,28.830000000000002,142,15.859154930000003,134,16.810000000000002,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
102,16,3,5,1603,160305,301605,0,2,1,44,36,43,47,36,43,42,44,0,0,165,170,335,0.06820000000000001,0,0.0233,0.042600000000000006,0.0833,0.06979999999999999,0.023799999999999998,0,0,0,0.0485,0.0294,0.0388,10,32.730000000000004,481,1,16,20.459999999999997,60,5.583333333000001,21,15.950000000000001,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
103,16,3,8,1603,160308,301595,1,2,1,183,180,217,209,195,203,194,223,0,0,789,815,1604,0,0,0.0415,0.0191,0.041,0.0197,0.0567,0.0224,0,0,0.0355,0.016,0.0256,32,49.760000000000005,-999,1,31,51.64,59,27.186440679999997,72,22.279999999999998,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
104,16,3,8,1603,160308,308904,0,2,1,81,73,67,75,69,76,62,60,0,0,279,284,563,0.2346,0.1781,0.0896,0.06670000000000001,0.043500000000000004,0.0395,0.0645,0.0167,0,0,0.11470000000000001,0.07750000000000001,0.0959,15,38.71,394,1,8,73.91000000000001,2,281.5,17,33.120000000000005,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
105,16,3,9,1603,160309,301596,0,2,2,323,291,334,354,371,363,354,370,0,0,1382,1378,2760,0.05260000000000001,0.0137,0.0299,0.0226,0.029599999999999998,0.0165,0.0339,0.024300000000000002,0,0,0.036199999999999996,0.0196,0.0279,31,88.42,-999,2,39,70.74000000000001,204,13.529411759999999,145,19.03,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
106,16,3,9,1603,160309,301597,0,2,3,30,32,32,27,30,37,26,25,0,0,118,121,239,0.0333,0,0.0625,0.037,0.06670000000000001,0.05410000000000001,0.07690000000000001,0,0,0,0.059300000000000005,0.0248,0.041800000000000004,7,33.9,252,1,10,24.21,42,5.69047619,6,39.83,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
107,16,3,9,1603,160309,301598,0,2,1,28,39,27,35,35,33,33,41,0,0,123,148,271,0.10710000000000001,0.07690000000000001,0,0,0.0286,0,0.0606,0,0,0,0.0488,0.020300000000000002,0.0332,11,25.5,199,1,19,14.57,2,135.5,12,22.58,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
108,16,3,9,1603,160309,301601,1,2,1,68,84,70,85,61,77,70,81,0,0,269,327,596,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34.04,504,1,27,21.82,49,12.16326531,29,20.55,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
109,16,3,9,1603,160309,301609,0,2,3,16,15,27,31,29,13,36,24,0,0,108,83,191,0,0,0.07410000000000001,0.129,0.0345,0,0.0833,0,0,0,0.055600000000000004,0.0482,0.0524,9,21.459999999999997,120,2,12,16.41,2,95.5,8,23.88,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
110,16,3,9,1603,160309,301581,1,2,1,79,65,92,81,60,66,85,98,0,0,316,310,626,0.025300000000000003,0,0.0217,0.0123,0.0333,0.0455,0.0235,0.0204,0,0,0.025300000000000003,0.0194,0.0224,13,48.349999999999994,378,2,19,32.71,129,4.852713177999999,37,16.919999999999998,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
111,16,3,9,1603,160309,301582,0,2,1,33,44,39,44,41,30,42,41,0,0,155,159,314,0,0,0,0,0,0,0.0476,0,0,0,0.0129,0,0.0064,9,34.290000000000006,166,2,11,28.24,15,20.933333329999996,16,19.630000000000003,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
112,16,3,9,1603,160309,301602,0,2,1,53,42,37,37,41,46,42,43,0,0,173,168,341,0.0943,0.0476,0.05410000000000001,0.027,0.0976,0.0217,0,0,0,0,0.0636,0.023799999999999998,0.044,8,42.730000000000004,87,4,19,18.08,25,13.639999999999999,9,37.89,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
113,16,3,10,1603,160310,301592,0,2,2,142,134,130,150,150,160,190,184,0,0,612,628,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29.72,-999,1,104,11.92,0,-999,89,13.93,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
114,16,3,10,1603,160310,301600,0,2,1,179,123,187,161,156,180,168,154,0,0,690,618,1308,0.0615,0,0.058800000000000005,0,0.07050000000000001,0.022199999999999998,0.07740000000000001,0.013000000000000001,0,0,0.06670000000000001,0.009699999999999999,0.0398,20,65.56,593,2,23,57.1,75,17.439999999999998,55,23.779999999999998,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
115,16,3,10,1603,160310,301578,1,2,2,64,83,62,71,87,87,74,83,0,0,287,324,611,0.0313,0.012,0.0484,0,0.0575,0.0805,0,0.0361,0,0,0.034800000000000005,0.034,0.0344,11,53.28,428,1,12,50.47,43,14.20930233,30,20.37,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
116,16,3,10,1603,160310,301589,0,2,1,73,72,75,64,63,70,69,93,0,0,280,299,579,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42.32,524,1,14,40.2,41,14.121951219999998,11,52.64,3,0,2,9,4,3,8,14,43,5,1,1,0,NA,NA
117,16,3,10,1603,160310,308901,0,2,2,169,169,184,175,193,172,173,182,0,0,719,698,1417,0,0,0,0,0.0052,0,0.0116,0.011,0,0,0.0042,0.0029,0.0035,40,35.86,672,2,32,44.620000000000005,8,177.125,67,21.150000000000002,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
118,16,3,10,1603,160310,308908,0,2,1,44,21,39,32,58,29,42,47,0,0,183,129,312,0.0455,0.0476,0.07690000000000001,0,0.0517,0.0345,0.0476,0.021300000000000003,0,0,0.05460000000000001,0.0233,0.0417,4,74.5,244,1,15,20.32,0,-999,6,52,3,0,2,9,4,3,8,14,43,5,1,1,0,NA,NA
119,16,3,11,1603,160311,301573,0,2,2,51,34,61,57,54,64,72,54,0,0,238,209,447,0.0196,0.058800000000000005,0.0328,0.0175,0,0.0156,0.055600000000000004,0,0,0,0.0294,0.0191,0.0246,12,38.290000000000006,-999,0,14,31,51,8.764705882,20,22.35,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
120,16,3,11,1603,160311,301604,0,2,3,79,93,92,88,84,94,111,98,0,0,366,373,739,0.0127,0.0323,0,0,0.023799999999999998,0,0,0,0,0,0.0082,0.008,0.0081,7,101.1,145,5,10,77.77,0,-999,12,61.58,3,0,2,9,4,3,8,14,43,5,1,1,0,NA,NA
121,16,3,6,1603,160306,301593,1,2,1,474,451,508,508,480,470,520,565,0,0,1982,1994,3976,0.0886,0.051000000000000004,0.1358,0.063,0.1,0.036199999999999996,0.0365,0.0389,0,0,0.08979999999999999,0.0471,0.0684,71,56.3,-999,1,69,57.36,191,20.81675393,154,25.82,3,0,2,9,4,3,8,14,43,5,1,0,1,NA,NA
122,16,3,10,1603,160310,301599,1,2,1,248,257,306,315,282,357,352,365,0,0,1188,1294,2482,0.0161,0.011699999999999999,0.0131,0.0063,0.0248,0.0168,0.0199,0.0192,0,0,0.018500000000000003,0.013900000000000001,0.0161,12,199.3,-999,0,43,57.77,54,45.962962960000006,121,20.51,3,0,2,9,4,3,8,14,43,5,1,0,1,NA,NA
123,16,3,11,1603,160311,301603,1,2,2,190,205,221,220,261,226,221,223,0,0,893,874,1767,0.042100000000000005,0.0049,0.0271,0.0273,0.0345,0.013300000000000001,0.0317,0.026900000000000004,0,0,0.033600000000000005,0.018300000000000004,0.026000000000000002,30,59.730000000000004,-999,1,3,612.25,76,23.25,88,20.08,3,0,2,9,4,3,8,14,43,5,1,0,1,NA,NA
124,16,3,1,1603,160301,301571,0,4,3,14,16,21,33,11,7,13,17,0,0,59,73,132,0.21430000000000002,0.25,0.0952,0.24240000000000003,0.0909,0.2857,0,0,0,0,0.10170000000000001,0.1918,0.15150000000000002,4,33,282,0,7,18.86,9,14.666666670000001,4,33,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
125,16,3,1,1603,160301,305854,0,4,1,27,23,12,20,13,17,12,16,0,0,64,76,140,0.1111,0.08700000000000001,0.25,0.1,0.4615,0.058800000000000005,0,0.0625,0,0,0.1875,0.07890000000000001,0.1286,4,35,30,5,3,46.67,22,6.3636363639999995,5,28,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
126,16,3,1,1603,160301,308902,0,4,3,31,27,26,28,26,35,22,21,0,0,105,111,216,0.129,0.07410000000000001,0.1154,0.035699999999999996,0.2308,0.2,0.2727,0.1905,0,0,0.181,0.1261,0.15280000000000002,4,54,135,2,11,19.64,1,216,6,36,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
127,16,3,2,1603,160302,301575,0,4,1,25,21,26,18,28,29,23,15,0,0,102,83,185,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18.5,185,1,14,13.209999999999999,6,30.83333333,12,15.42,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
128,16,3,2,1603,160302,301576,0,4,1,30,15,23,20,24,24,20,33,0,0,97,92,189,0.0333,0.06670000000000001,0.043500000000000004,0.05,0,0,0,0,0,0,0.0206,0.0217,0.0212,5,37.8,162,1,7,27,93,2.0322580649999993,6,31.5,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
129,16,3,4,1603,160304,301587,0,4,1,15,11,20,7,19,16,20,10,0,0,74,44,118,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8.43,540,0,13,9.08,0,-999,10,11.8,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
130,16,3,4,1603,160304,301607,0,4,1,24,18,26,29,24,23,35,23,0,0,109,93,202,0.0417,0,0.0385,0,0.0417,0,0,0,0,0,0.0275,0,0.0149,10,20.2,218,1,11,18.36,85,2.3764705879999997,13,15.54,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
131,16,3,5,1603,160305,301590,0,4,3,28,33,25,27,32,29,39,32,0,0,124,121,245,0.035699999999999996,0.0909,0,0,0.0938,0.0345,0,0,0,0,0.0323,0.033100000000000004,0.0327,12,20.419999999999998,211,1,15,16.330000000000002,5,49,18,13.61,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
132,16,3,5,1603,160305,305529,0,4,1,28,26,28,22,31,39,38,38,0,0,125,125,250,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,130,2,5,50,3,83.33333332999999,8,31.25,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
133,16,3,5,1603,160305,308906,0,4,3,24,23,24,18,30,35,19,21,0,0,97,97,194,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27.71,120,2,5,38.8,0,-999,7,27.71,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
134,16,3,8,1603,160308,301572,0,4,1,44,21,41,35,34,28,34,40,0,0,153,124,277,0,0,0,0,0,0,0.0882,0,0,0,0.0196,0,0.0108,13,21.310000000000002,265,1,15,18.47,0,-999,21,13.19,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
135,16,3,8,1603,160308,301591,0,4,1,60,56,60,67,53,68,68,72,0,0,241,263,504,0.0167,0.017900000000000003,0,0.0149,0.0377,0,0,0,0,0,0.0124,0.0076,0.009899999999999999,12,42,349,1,16,31.5,10,50.4,24,21,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
136,16,3,9,1603,160309,301608,0,4,2,15,25,28,23,24,23,26,24,0,0,93,95,188,0,0,0,0,0,0,0.0385,0,0,0,0.0108,0,0.0053,7,26.86,100,2,9,20.89,32,5.875,18,10.44,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
137,16,3,9,1603,160309,305531,0,4,1,29,26,26,14,26,22,17,24,0,0,98,86,184,0,0,0.0385,0.0714,0,0,0,0,0,0,0.0102,0.0116,0.0109,5,36.8,50,4,5,36.8,0,-999,3,61.33,3,0,2,9,4,3,8,14,43,5,1,1,0,NA,NA
138,16,3,9,1603,160309,305534,0,4,1,22,22,23,16,15,20,20,26,0,0,80,84,164,0.0909,0,0,0,0,0,0,0,0,0,0.025,0,0.0122,4,41,109,2,6,27.330000000000002,0,-999,8,20.5,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
139,16,3,9,1603,160309,305626,0,4,1,23,22,25,26,29,22,18,28,0,0,95,98,193,0,0,0,0,0.1034,0.0909,0,0.035699999999999996,0,0,0.0316,0.0306,0.0311,4,48.25,50,4,11,17.55,1,193,6,32.17,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
140,16,3,9,1603,160309,305786,0,4,1,13,18,19,17,13,13,10,16,0,0,55,64,119,0.07690000000000001,0,0,0,0,0,0,0,0,0,0.0182,0,0.0084,7,17,230,1,28,4.25,0,-999,3,39.67,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
141,16,3,9,1603,160309,308907,0,4,3,26,35,46,41,45,44,31,35,0,0,148,155,303,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30.3,50,6,10,30.3,0,-999,9,33.67,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
142,16,3,10,1603,160310,305476,0,4,1,58,48,74,71,87,68,60,58,0,0,279,245,524,0.0172,0,0,0,0.092,0.0294,0,0,0,0,0.0323,0.0082,0.021,7,74.86,380,1,9,58.220000000000006,2,262,25,20.959999999999997,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
143,16,3,10,1603,160310,305785,0,4,1,19,22,37,29,35,23,30,20,0,0,121,94,215,0,0,0.05410000000000001,0,0.057100000000000005,0.043500000000000004,0.06670000000000001,0.05,0,0,0.049600000000000005,0.021300000000000003,0.0372,1,215,-999,0,2,107.5,1,215,1,215,3,0,2,9,4,3,8,14,43,5,1,1,0,NA,NA
144,16,3,10,1603,160310,301579,0,4,3,41,34,36,40,43,28,40,37,0,0,160,139,299,0,0,0.16670000000000001,0,0.1395,0.14290000000000003,0.025,0.0811,0,0,0.0813,0.0504,0.0669,11,27.18,175,2,14,21.36,2,149.5,1,299,3,0,2,9,4,3,8,14,43,5,1,1,0,NA,NA
145,16,3,10,1603,160310,308909,0,4,2,87,93,114,96,109,90,104,101,0,0,414,380,794,0.046,0.021500000000000002,0.0351,0.0104,0.0917,0.055600000000000004,0.048100000000000004,0.019799999999999998,0,0,0.055600000000000004,0.026300000000000004,0.041600000000000005,23,34.52,616,1,26,30.54,34,23.352941180000002,46,17.259999999999998,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
146,16,3,11,1603,160311,308905,0,4,3,16,26,22,16,21,14,27,30,0,0,86,86,172,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24.57,45,4,10,17.2,21,8.19047619,8,21.5,3,0,2,9,4,3,8,14,43,5,1,0,0,NA,NA
147,15,8,1,1508,150801,500052,0,1,1,333,325,387,330,321,354,345,362,0,0,1386,1371,2757,0.057100000000000005,0.0092,0.036199999999999996,0.0182,0.0156,0.0056,0.017400000000000002,0.0166,0,0,0.0317,0.0124,0.022099999999999998,39,70.88,-999,2,35,78.14999999999999,279,9.88172043,115,23.97,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
148,15,8,1,1508,150801,305402,0,2,1,165,149,198,172,201,156,195,183,0,0,759,660,1419,0.0061,0,0.0051,0.0116,0.01,0,0.0103,0.0109,0,0,0.0079,0.0061,0.007,54,26.4,-999,1,42,34.1,60,23.650000000000002,71,19.99,3,0,2,8,28,0,9,4,54,7,1,0,0,NA,NA
149,15,8,1,1508,150801,319904,0,2,1,64,65,73,78,85,91,102,105,0,0,324,339,663,0,0,0.0137,0.0128,0.0353,0.011,0.0294,0.0095,0,0,0.0216,0.0088,0.015099999999999999,34,19.73,701,1,39,16.79,235,2.8212765959999997,33,20.09,3,0,2,8,28,0,9,4,54,7,1,0,0,NA,NA
150,15,8,1,1508,150801,319907,0,2,1,76,54,59,62,107,89,106,71,0,0,348,276,624,0.0395,0.018500000000000003,0.016900000000000002,0,0.0467,0.0337,0.0377,0.0141,0,0,0.037399999999999996,0.0181,0.0288,17,36.64,555,1,26,23.71,232,2.6896551719999997,29,21.52,3,0,2,8,28,0,9,4,54,7,1,0,0,NA,NA
151,15,8,1,1508,150801,305399,0,2,1,53,59,71,62,104,101,138,128,0,0,366,350,716,0,0.016900000000000002,0.0141,0.0161,0.0192,0,0.0072,0.0156,0,0,0.0109,0.011399999999999999,0.0112,24,30.4,682,1,11,65.14,185,3.87027027,61,11.739999999999998,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
152,15,8,1,1508,150801,305405,1,2,1,400,404,358,400,431,465,438,480,0,0,1627,1749,3376,0.01,0.0074,0.0056,0.0025,0.0023,0.0022,0.009099999999999999,0.0042,0,0,0.0068000000000000005,0.004,0.0053,46,74.19,-999,1,34,100.69,19,177.6842105,188,17.959999999999997,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
153,15,8,1,1508,150801,319903,0,2,1,96,93,115,96,102,111,137,124,6,3,456,427,883,0.0313,0.0108,0,0.0104,0,0.036,0.0073,0,0,0,0.0088,0.0141,0.0113,16,56.53,546,2,9,96.1,116,7.612068965999999,39,22.64,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
154,15,8,1,1508,150801,319905,0,2,1,116,94,104,111,123,123,143,146,15,4,501,478,979,0.0086,0,0.0673,0.009,0.016300000000000002,0,0,0,0,0,0.02,0.0021,0.0112,33,29.779999999999998,372,3,44,22.2,200,4.895,41,23.88,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
155,15,8,1,1508,150801,319906,0,2,1,223,160,239,230,258,224,229,234,0,0,949,848,1797,0.035899999999999994,0.0063,0.0084,0.013000000000000001,0.0271,0.035699999999999996,0.0044,0.0085,0,0,0.019,0.0165,0.0178,32,56.690000000000005,900,2,34,52.64,121,14.851239670000002,75,23.959999999999997,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
156,15,8,1,1508,150801,305398,0,2,1,400,350,404,389,417,408,396,384,24,10,1641,1541,3182,0.01,0.011399999999999999,0.009899999999999999,0.0103,0.026400000000000003,0.0025,0.0177,0.0026,0.0833,0.1,0.0171,0.0071,0.0123,62,51.17,-999,2,67,47.56,184,17.29347826,155,20.53,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
157,15,8,1,1508,150801,305404,0,2,1,346,325,432,361,437,392,422,441,0,0,1637,1519,3156,0,0.0062,0.0069,0.0055,0,0.0026,0.0024000000000000002,0,0,0,0.0024000000000000002,0.0033,0.0029,71,44.620000000000005,-999,2,72,44.13,421,7.496437055,132,23.91,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
158,15,8,1,1508,150801,319901,0,2,1,235,221,251,249,277,264,276,279,0,0,1039,1013,2052,0.0085,0.0226,0.0319,0.004,0.054200000000000005,0.011399999999999999,0.028999999999999998,0.0143,0,0,0.0318,0.0128,0.0224,32,65.03,448,5,27,76.24000000000001,329,6.237082066999999,74,27.73,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
159,15,8,1,1508,150801,319902,0,2,1,242,225,312,303,289,283,316,293,0,0,1159,1104,2263,0.0124,0.0044,0.0064,0.0165,0.0311,0.0035,0.0063,0,0,0,0.013800000000000002,0.0063,0.0102,32,70.24000000000001,-999,2,33,68.23,402,5.629353234,91,24.87,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
160,15,8,1,1508,150801,306040,0,4,1,58,74,80,74,75,50,33,35,0,0,246,233,479,0,0.013500000000000002,0,0,0,0,0,0,0,0,0,0.0043,0.0021,18,26.610000000000003,-999,0,36,13.31,0,-999,0,-999,3,0,2,8,28,0,9,4,54,7,1,0,0,NA,NA
161,15,8,1,1508,150801,305400,0,4,1,127,139,175,176,171,163,166,162,0,0,639,640,1279,0.0236,0.0072,0.0057,0.0057,0.0175,0.018400000000000003,0.012,0.018500000000000003,0,0,0.0141,0.0125,0.013300000000000001,28,45.68,-999,1,28,45.68,109,11.73394495,49,26.1,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
162,15,8,1,1508,150801,305630,0,4,1,117,129,142,155,163,138,209,249,0,0,631,671,1302,0.0171,0,0.0141,0.0129,0.0123,0.0145,0.0096,0.004,0,0,0.0127,0.0075,0.01,16,81.38,-999,1,35,37.2,139,9.366906475000002,37,35.190000000000005,3,0,2,8,28,0,9,4,54,7,1,0,1,NA,NA
163,1,5,16,105,10516,500598,0,1,1,10,8,7,8,11,14,11,10,0,0,39,40,79,0,0,0,0,0.0909,0,0,0,0,0,0.0256,0,0.0127,4,20.6,140,1,9,8.58,11,7.181818182000001,8,9.88,1,0,6,6,2,2,11,11,138,5,1,0,0,NA,NA
164,1,5,7,105,10507,501578,0,1,1,36,18,28,27,25,15,33,25,0,0,122,85,207,0.055600000000000004,0,0,0,0,0,0,0,0,0,0.0164,0,0.009699999999999999,4,54.6,76,3,3,68.25,0,-999,7,29.57,1,0,6,6,2,2,11,11,138,5,1,0,0,NA,NA
